vehicle_uid,name,year,fuel,seller_type,transmission,owner,brand,car_age
CAR_000260,Maruti 800 AC,2002,Petrol,Individual,Manual,Second Owner,Maruti,23
CAR_000261,Maruti Vitara Brezza LDi Option,2017,Diesel,Dealer,Manual,First Owner,Maruti,8
CAR_000262,Honda Jazz S,2009,Petrol,Individual,Manual,First Owner,Honda,16
CAR_000263,Hyundai i20 1.4 Sportz,2017,Petrol,Dealer,Manual,First Owner,Hyundai,8
CAR_000264,Maruti Ertiga SHVS ZDI Plus,2017,Diesel,Individual,Manual,Second Owner,Maruti,8
CAR_000265,Tata Sumo SE Plus BSIII,2002,Diesel,Individual,Unknown,First Owner,Tata,23
CAR_000266,Mahindra Xylo E4,2010,Diesel,Individual,Manual,First Owner,Mahindra,15
CAR_000267,Maruti Swift ZDi BSIV,2017,Diesel,Individual,Manual,First Owner,Maruti,8
CAR_000268,Maruti Ertiga VXI,2014,Petrol,Individual,Manual,First Owner,Maruti,11
CAR_000269,Hyundai i20 1.4 Magna ABS,2009,Diesel,Individual,Manual,Second Owner,Hyundai,16
CAR_000270,Maruti Alto LXi,2007,Petrol,Individual,Manual,First Owner,Maruti,18
CAR_000271,Maruti Alto LXi,2010,Petrol,Individual,Manual,Second Owner,Maruti,15
CAR_000272,Hyundai Getz GL,2006,Petrol,Individual,Manual,Third Owner,Hyundai,19
CAR_000273,Maruti Wagon R LX BS IV,2011,Petrol,Individual,Manual,First Owner,Maruti,14
CAR_000274,Mahindra Bolero Power Plus SLX,2019,Diesel,Individual,Manual,First Owner,Mahindra,6
CAR_000275,Hyundai i20 1.2 Spotz,2018,Petrol,Individual,Manual,Second Owner,Hyundai,7
CAR_000276,Maruti Wagon R LXI Minor,2010,Petrol,Individual,Manual,Second Owner,Maruti,15
CAR_000277,Maruti Alto 800 VXI,2017,Petrol,Individual,Manual,First Owner,Maruti,8
CAR_000278,Hyundai i20 Asta (o),2009,Petrol,Individual,Manual,First Owner,Hyundai,16
CAR_000279,Hyundai i20 Asta,2010,Petrol,Individual,Manual,Second Owner,Hyundai,15
CAR_000280,Hyundai Verna 1.6 SX CRDi (O),2013,Diesel,Individual,Manual,First Owner,Hyundai,12
CAR_000281,Mahindra Xylo D2 BSIV,2013,Diesel,Individual,Manual,First Owner,Mahindra,12
CAR_000282,Mahindra Bolero SLX 2WD BSIII,2011,Diesel,Individual,Manual,Second Owner,Mahindra,14
CAR_000283,Maruti Ertiga VXI ABS,2013,Petrol,Individual,Manual,First Owner,Maruti,12
CAR_000284,Honda Brio 1.2 E MT,2017,Petrol,Individual,Manual,First Owner,Honda,8
CAR_000285,Toyota Etios Liva G,2013,Petrol,Individual,Manual,Second Owner,Toyota,12
CAR_000286,Maruti Alto 800 LXI,2013,Petrol,Individual,Manual,First Owner,Maruti,12
CAR_000287,Maruti Swift Dzire 1.2 Vxi BSIV,2012,Petrol,Individual,Manual,Second Owner,Maruti,13
CAR_000288,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,Diesel,Individual,Automatic,Second Owner,Mahindra,14
CAR_000289,Mahindra Bolero SLX,2011,Diesel,Individual,Manual,Second Owner,Mahindra,14
CAR_000290,Mahindra XUV500 W11 Option AWD,2020,Diesel,Dealer,Manual,First Owner,Mahindra,5
CAR_000291,Tata Tiago 1.2 Revotron XZ,2018,Petrol,Individual,Unknown,First Owner,Tata,7
CAR_000292,Mahindra Marazzo M8 8Str,2018,Diesel,Individual,Manual,First Owner,Mahindra,7
CAR_000293,Renault Duster 110PS Diesel RxL,2015,Diesel,Individual,Manual,First Owner,Renault,10
CAR_000294,Hyundai EON Magna Plus,2018,Petrol,Individual,Manual,First Owner,Hyundai,7
CAR_000295,Maruti Wagon R VXI,2014,Petrol,Dealer,Manual,First Owner,Maruti,11
CAR_000296,Chevrolet Spark 1.0 LT,2012,Petrol,Individual,Manual,First Owner,Chevrolet,13
CAR_000297,Maruti Baleno Alpha,2019,Petrol,Individual,Manual,First Owner,Maruti,6
CAR_000298,Hyundai EON 1.0 Kappa Magna Plus,2015,Petrol,Individual,Manual,First Owner,Hyundai,10
CAR_000299,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,Petrol,Dealer,Manual,First Owner,Ford,8
CAR_000300,Ford Figo Aspire Facelift,2018,Diesel,Dealer,Manual,First Owner,Ford,7
CAR_000301,Hyundai i10 Era,2009,Petrol,Individual,Manual,First Owner,Hyundai,16
CAR_000302,Mahindra Bolero SLX,2016,Diesel,Dealer,Manual,First Owner,Mahindra,9
CAR_000303,Hyundai Verna 1.4 VTVT,2015,Petrol,Individual,Manual,First Owner,Hyundai,10
CAR_000304,Chevrolet Sail 1.2 LT ABS,2014,Petrol,Individual,Manual,First Owner,Chevrolet,11
CAR_000305,Honda City i-DTEC SV,2014,Diesel,Dealer,Manual,First Owner,Honda,11
CAR_000306,Hyundai Grand i10 1.2 Kappa Asta,2017,Petrol,Individual,Manual,First Owner,Hyundai,8
CAR_000307,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,Diesel,Individual,Manual,First Owner,Mahindra,10
CAR_000308,Hyundai Grand i10 1.2 Kappa Sportz Option,2013,Petrol,Dealer,Manual,First Owner,Hyundai,12
CAR_000309,Maruti Baleno Sigma 1.2,2015,Petrol,Individual,Unknown,First Owner,Maruti,10
CAR_000310,Tata Tiago 1.2 Revotron XZ,2019,Petrol,Individual,Manual,First Owner,Tata,6
CAR_000311,Maruti Wagon R LXI,2005,Petrol,Individual,Manual,Second Owner,Maruti,20
CAR_000312,Chevrolet Beat Diesel LS,2011,Petrol,Individual,Manual,First Owner,Chevrolet,14
CAR_000313,Maruti A-Star Vxi,2009,Petrol,Individual,Manual,First Owner,Maruti,16
CAR_000314,Datsun GO A,2015,Petrol,Individual,Manual,Second Owner,Datsun,10
CAR_000315,Skoda Yeti Ambition 4WD,2011,Petrol,Individual,Manual,First Owner,Skoda,14
CAR_000316,Maruti Zen LXi BSII,2002,Petrol,Individual,Manual,Second Owner,Maruti,23
CAR_000317,Hyundai Verna CRDi 1.6 EX,2018,Diesel,Individual,Manual,First Owner,Hyundai,7
CAR_000318,Ford Aspire Titanium Diesel BSIV,2017,Diesel,Dealer,Manual,First Owner,Ford,8
CAR_000319,BMW 3 Series 320d Sport,2013,Diesel,Dealer,Automatic,First Owner,BMW,12
CAR_000320,Maruti Ertiga SHVS ZDI Plus,2017,Diesel,Individual,Manual,First Owner,Maruti,8
CAR_000321,BMW X1 sDrive 20d Exclusive,2011,Diesel,Individual,Automatic,First Owner,BMW,14
CAR_000322,Toyota Innova Crysta 2.4 VX MT,2016,Diesel,Dealer,Unknown,First Owner,Toyota,9
CAR_000323,Chevrolet Tavera Neo 3 10 Seats BSIV,2007,Diesel,Individual,Manual,Third Owner,Chevrolet,18
CAR_000324,Mitsubishi Outlander 2.4,2012,Petrol,Individual,Automatic,First Owner,Mitsubishi,13
CAR_000325,Mahindra XUV500 W8 2WD,2012,Diesel,Dealer,Manual,First Owner,Mahindra,13
CAR_000326,Maruti Baleno Alpha 1.3,2019,Diesel,Individual,Manual,First Owner,Maruti,6
CAR_000327,Ford Figo Aspire 1.5 TDCi Titanium,2017,Diesel,Dealer,Manual,First Owner,Ford,8
CAR_000328,Maruti Swift Dzire VDI,2018,Diesel,Individual,Manual,First Owner,Maruti,7
CAR_000329,Hyundai i20 1.2 Spotz,2017,Petrol,Individual,Manual,Second Owner,Hyundai,8
CAR_000330,Renault Duster 110PS Diesel RxZ,2012,Diesel,Individual,Manual,Second Owner,Renault,13
CAR_000331,Maruti Swift Vdi BSIII,2008,Diesel,Individual,Manual,Third Owner,Maruti,17
CAR_000332,Ford Endeavour Titanium 4X2,2011,Diesel,Dealer,Manual,Second Owner,Ford,14
CAR_000333,Mahindra Scorpio 2.6 Turbo 9 Str,2007,Diesel,Individual,Manual,Third Owner,Mahindra,18
CAR_000334,Maruti Baleno Vxi,2006,Petrol,Individual,Manual,Third Owner,Maruti,19
CAR_000335,Tata Indica DLX,2003,Diesel,Individual,Manual,Second Owner,Tata,22
CAR_000336,Hyundai Verna CRDi 1.6 EX,2018,Diesel,Individual,Manual,First Owner,Hyundai,7
CAR_000337,Maruti Wagon R VXI BS IV,2014,Petrol,Individual,Manual,Second Owner,Maruti,11
CAR_000338,Tata Indica LSI,2002,Petrol,Individual,Manual,First Owner,Tata,23
CAR_000339,Maruti Swift Dzire VDI,2015,Diesel,Individual,Manual,Second Owner,Maruti,10
CAR_000340,Toyota Etios Liva GD,2012,Diesel,Individual,Manual,Second Owner,Toyota,13
CAR_000341,Tata Nano STD,2013,Petrol,Individual,Manual,Fourth & Above Owner,Tata,12
CAR_000342,Hyundai Grand i10 Sportz,2016,Petrol,Individual,Unknown,First Owner,Hyundai,9
CAR_000343,Hyundai Grand i10 1.2 CRDi Asta,2019,Diesel,Individual,Manual,First Owner,Hyundai,6
CAR_000344,Maruti Ertiga SHVS VDI,2017,Diesel,Individual,Manual,First Owner,Maruti,8
CAR_000345,Mahindra Bolero SLX,2006,Diesel,Individual,Manual,Third Owner,Mahindra,19
CAR_000346,Mahindra Scorpio S7 140 BSIV,2018,Petrol,Individual,Manual,First Owner,Mahindra,7
CAR_000347,Volkswagen Polo Petrol Comfortline 1.2L,2013,Petrol,Individual,Unknown,First Owner,Volkswagen,12
CAR_000348,Hyundai Xcent 1.1 CRDi Base,2015,Diesel,Individual,Manual,Second Owner,Hyundai,10
CAR_000349,Chevrolet Beat Diesel PS,2012,Diesel,Dealer,Manual,First Owner,Chevrolet,13
CAR_000350,Maruti Swift ZXi BSIV,2017,Petrol,Dealer,Manual,First Owner,Maruti,8
CAR_000351,Maruti Ritz VDi,2013,Diesel,Dealer,Manual,First Owner,Maruti,12
CAR_000352,Tata Indigo CS Emax CNG GLX,2014,Petrol,Dealer,Manual,First Owner,Tata,11
CAR_000353,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,CNG,Dealer,Unknown,First Owner,Maruti,13
CAR_000354,Maruti Estilo LXI,2014,Petrol,Dealer,Manual,First Owner,Maruti,11
CAR_000355,Maruti Swift VXI with ABS,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_000356,Tata Zest Quadrajet 1.3 XM,2015,Diesel,Individual,Manual,First Owner,Tata,10
CAR_000357,Maruti Swift VDI BSIV,2014,Diesel,Individual,Manual,First Owner,Maruti,11
CAR_000358,Maruti Alto K10 VXI AGS Optional,2018,Petrol,Individual,Automatic,First Owner,Maruti,7
CAR_000359,Maruti Alto LX,2011,Petrol,Individual,Manual,First Owner,Maruti,14
CAR_000360,Maruti SX4 Vxi BSIII,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_000361,Mahindra Scorpio SLE BSIV,2014,Petrol,Individual,Manual,Second Owner,Mahindra,11
CAR_000362,Hyundai Santro Xing GLS CNG,2010,CNG,Individual,Unknown,Second Owner,Hyundai,15
CAR_000363,Chevrolet Cruze LTZ,2010,Diesel,Individual,Manual,First Owner,Chevrolet,15
CAR_000364,Ford Figo Diesel Celebration Edition,2013,Diesel,Individual,Manual,Second Owner,Ford,12
CAR_000365,Renault KWID RXT Optional,2017,Petrol,Individual,Manual,First Owner,Renault,8
CAR_000366,Maruti Swift Dzire VDI,2014,Petrol,Individual,Manual,First Owner,Maruti,11
CAR_000367,Hyundai EON Era Plus,2012,Petrol,Individual,Manual,First Owner,Hyundai,13
CAR_000368,Mahindra XUV500 W6 2WD,2012,Diesel,Individual,Manual,First Owner,Mahindra,13
CAR_000369,Renault KWID 1.0 RXT Optional,2018,Petrol,Individual,Manual,First Owner,Renault,7
CAR_000370,Skoda Rapid 1.5 TDI AT Style BSIV,2017,Petrol,Individual,Automatic,First Owner,Skoda,8
CAR_000371,Mahindra XUV500 W8 2WD,2012,Diesel,Individual,Manual,First Owner,Mahindra,13
CAR_000372,Chevrolet Spark 1.0,2009,Petrol,Individual,Manual,First Owner,Chevrolet,16
CAR_000373,Maruti 800 AC,2000,Petrol,Individual,Manual,Third Owner,Maruti,25
CAR_000374,Chevrolet Tavera Neo 3 10 Seats BSIV,2010,Diesel,Individual,Manual,Third Owner,Chevrolet,15
CAR_000375,Ford Fiesta 1.6 ZXi Duratec,2007,Petrol,Individual,Manual,Third Owner,Ford,18
CAR_000376,Maruti Ertiga VDI,2013,Diesel,Individual,Manual,First Owner,Maruti,12
CAR_000377,Tata Manza Aura Quadrajet BS IV,2011,Diesel,Individual,Manual,Second Owner,Tata,14
CAR_000378,Maruti Swift VVT VXI,2017,Petrol,Individual,Manual,First Owner,Maruti,8
CAR_000379,Hyundai i20 Sportz Petrol,2010,Petrol,Individual,Manual,First Owner,Hyundai,15
CAR_000380,Hyundai Grand i10 1.2 Kappa Asta,2019,Petrol,Individual,Manual,First Owner,Hyundai,6
CAR_000381,Maruti Zen Estilo VXI BSIV,2010,Petrol,Individual,Manual,First Owner,Maruti,15
CAR_000382,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,Diesel,Individual,Manual,Third Owner,Toyota,14
CAR_000383,Tata Tiago 1.2 Revotron XZA,2019,Petrol,Individual,Automatic,Second Owner,Tata,6
CAR_000384,Maruti Vitara Brezza ZDi,2018,Diesel,Individual,Unknown,First Owner,Maruti,7
CAR_000385,Maruti Swift VXI BSIII,2011,Petrol,Individual,Unknown,Second Owner,Maruti,14
CAR_000386,Maruti Swift VXI BSIV,2019,Petrol,Individual,Manual,First Owner,Maruti,6
CAR_000387,Maruti Swift VDI BSIV,2017,Diesel,Individual,Manual,First Owner,Maruti,8
CAR_000388,Maruti Alto 800 LXI,2016,Petrol,Individual,Manual,First Owner,Maruti,9
CAR_000389,Maruti Wagon R LXI,2006,Petrol,Individual,Manual,Second Owner,Maruti,19
CAR_000390,Hyundai i20 Active 1.2 S,2017,Petrol,Individual,Manual,Second Owner,Hyundai,8
CAR_000391,Hyundai EON Era Plus,2014,Petrol,Individual,Manual,Second Owner,Hyundai,11
CAR_000392,Hyundai Santro GLS I - Euro I,1999,Petrol,Individual,Manual,Second Owner,Hyundai,26
CAR_000393,Maruti Wagon R LXI Minor,2007,Petrol,Individual,Manual,First Owner,Maruti,18
CAR_000394,Tata Safari Storme VX,2016,Diesel,Individual,Manual,First Owner,Tata,9
CAR_000395,Mahindra Scorpio REV 116,2006,Petrol,Individual,Manual,Second Owner,Mahindra,19
CAR_000396,Mahindra Bolero SLX,2010,Diesel,Individual,Manual,First Owner,Mahindra,15
CAR_000397,Datsun GO Plus A,2015,Petrol,Individual,Manual,Second Owner,Datsun,10
CAR_000398,Toyota Fortuner 4x4 MT,2014,Diesel,Individual,Manual,First Owner,Toyota,11
CAR_000399,Ford Ecosport 1.5 DV5 MT Titanium,2014,Diesel,Individual,Manual,First Owner,Ford,11
CAR_000400,Mahindra XUV500 W11 AT BSIV,2018,Diesel,Individual,Automatic,First Owner,Mahindra,7
CAR_000401,Mahindra Supro VX 8 Str,2017,Diesel,Individual,Manual,First Owner,Mahindra,8
CAR_000402,Maruti Alto LX,2007,Petrol,Individual,Manual,Third Owner,Maruti,18
CAR_000403,Maruti 800 AC,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_000404,Ford Endeavour 2.5L 4X2 MT,2008,Diesel,Individual,Manual,Third Owner,Ford,17
CAR_000405,Maruti Wagon R LXI,2004,Petrol,Individual,Manual,Third Owner,Maruti,21
CAR_000406,Maruti Alto 800 VXI,2016,Petrol,Individual,Manual,First Owner,Maruti,9
CAR_000407,Mahindra KUV 100 D75 K2,2017,Diesel,Individual,Manual,First Owner,Mahindra,8
CAR_000408,Maruti Swift Glam,2009,Petrol,Individual,Manual,First Owner,Maruti,16
CAR_000409,Tata New Safari DICOR 2.2 EX 4x2,2010,Diesel,Individual,Manual,Second Owner,Tata,15
CAR_000410,Maruti Swift Dzire VDI,2012,Diesel,Individual,Manual,Third Owner,Maruti,13
CAR_000411,Toyota Fortuner 4x4 MT,2015,Diesel,Individual,Manual,First Owner,Toyota,10
CAR_000412,Honda Brio 1.2 VX MT,2018,Petrol,Individual,Manual,First Owner,Honda,7
CAR_000413,Honda Brio 1.2 VX MT,2018,Petrol,Individual,Manual,First Owner,Honda,7
CAR_000414,Chevrolet Spark 1.0 LS,2008,Petrol,Individual,Manual,Second Owner,Chevrolet,17
CAR_000415,Chevrolet Sail Hatchback LS ABS,2013,Diesel,Individual,Manual,Second Owner,Chevrolet,12
CAR_000416,Tata Tiago NRG Petrol,2019,Petrol,Individual,Manual,First Owner,Tata,6
CAR_000417,Maruti Ritz VDi,2011,Diesel,Individual,Unknown,Second Owner,Maruti,14
CAR_000418,Maruti Vitara Brezza ZDi Plus,2018,Diesel,Individual,Manual,First Owner,Maruti,7
CAR_000419,Hyundai Santro Era,2019,Petrol,Individual,Manual,First Owner,Hyundai,6
CAR_000420,Ford Endeavour 2.5L 4X2 MT,2011,Diesel,Individual,Manual,Second Owner,Ford,14
CAR_000421,Hyundai Verna 1.4 VTVT,2017,Petrol,Individual,Manual,First Owner,Hyundai,8
CAR_000422,Honda City i-DTEC V,2017,Diesel,Individual,Unknown,First Owner,Honda,8
CAR_000423,Hyundai Verna 1.6 CRDI,2011,Diesel,Individual,Manual,Second Owner,Hyundai,14
CAR_000424,Hyundai EON D Lite Plus,2015,Petrol,Dealer,Manual,First Owner,Hyundai,10
CAR_000425,Ford Figo Petrol Titanium,2011,Petrol,Individual,Unknown,Third Owner,Ford,14
CAR_000426,Maruti Wagon R VXI,2004,Petrol,Individual,Manual,First Owner,Maruti,21
CAR_000427,Ford Endeavour 4x4 XLT,2004,Diesel,Dealer,Manual,Second Owner,Ford,21
CAR_000428,Volkswagen Jetta 2.0 TDI Trendline,2011,Diesel,Individual,Manual,Second Owner,Volkswagen,14
CAR_000429,Volkswagen Polo 1.5 TDI Highline,2015,Diesel,Individual,Manual,Second Owner,Volkswagen,10
CAR_000430,Hyundai Grand i10 Sportz,2015,Petrol,Dealer,Manual,First Owner,Hyundai,10
CAR_000431,Hyundai i20 Asta 1.2,2015,Petrol,Dealer,Manual,First Owner,Hyundai,10
CAR_000432,Audi Q5 2.0 TDI,2012,Diesel,Individual,Unknown,Second Owner,Audi,13
CAR_000433,Renault Duster 85PS Diesel RxE,2013,Diesel,Dealer,Unknown,Second Owner,Renault,12
CAR_000434,Ford Figo Diesel Titanium,2011,Diesel,Individual,Manual,Second Owner,Ford,14
CAR_000435,Honda Brio E MT,2012,Petrol,Dealer,Manual,Second Owner,Honda,13
CAR_000436,Maruti Omni E MPI STD BS IV,2018,Petrol,Individual,Manual,First Owner,Maruti,7
CAR_000437,Honda Mobilio V i DTEC,2015,Petrol,Individual,Manual,First Owner,Honda,10
CAR_000438,Honda Brio S Option AT,2012,Petrol,Individual,Automatic,Second Owner,Honda,13
CAR_000439,Honda Accord 2.4 MT,2009,Petrol,Dealer,Manual,First Owner,Honda,16
CAR_000440,Mahindra Bolero SLX,2011,Diesel,Individual,Manual,Third Owner,Mahindra,14
CAR_000441,Ford Figo 1.2P Ambiente MT,2015,Petrol,Individual,Manual,First Owner,Ford,10
CAR_000442,Mahindra XUV500 W6 2WD,2013,Diesel,Dealer,Manual,Second Owner,Mahindra,12
CAR_000443,Tata Nano Lx,2011,Petrol,Individual,Manual,First Owner,Tata,14
CAR_000444,Hyundai i20 Active 1.2 SX,2016,Petrol,Individual,Manual,First Owner,Hyundai,9
CAR_000445,Tata Indigo LS Dicor,2011,Diesel,Individual,Manual,First Owner,Tata,14
CAR_000446,Tata Indica Vista Terra 1.4 TDI,2009,Diesel,Individual,Manual,Second Owner,Tata,16
CAR_000447,Maruti Alto LX,2006,Petrol,Individual,Manual,Second Owner,Maruti,19
CAR_000448,Maruti Zen VXI,2006,Petrol,Individual,Manual,Second Owner,Maruti,19
CAR_000449,Maruti Swift Dzire VDI,2014,Diesel,Individual,Manual,First Owner,Maruti,11
CAR_000450,Renault KWID 1.0 RXT Optional,2017,Petrol,Individual,Manual,First Owner,Renault,8
CAR_000451,Chevrolet Beat LS,2012,Petrol,Individual,Unknown,First Owner,Chevrolet,13
CAR_000452,Maruti Swift VDI,2012,Diesel,Individual,Manual,Second Owner,Maruti,13
CAR_000453,Maruti Alto 800 LXI,2018,Petrol,Individual,Manual,First Owner,Maruti,7
CAR_000454,Maruti Wagon R AMT VXI,2018,Petrol,Individual,Automatic,First Owner,Maruti,7
CAR_000455,Tata Tiago NRG Petrol,2019,Petrol,Individual,Manual,First Owner,Tata,6
CAR_000456,Maruti Ertiga SHVS VDI,2016,Diesel,Individual,Manual,Third Owner,Maruti,9
CAR_000457,Mahindra TUV 300 T4 Plus,2018,Diesel,Individual,Unknown,First Owner,Mahindra,7
CAR_000458,Maruti 800 AC BSII,2001,Petrol,Individual,Manual,Second Owner,Maruti,24
CAR_000459,Maruti Omni MPI STD BSIV,2018,Petrol,Individual,Manual,First Owner,Maruti,7
CAR_000460,Hyundai Santro Magna BSIV,2019,Petrol,Individual,Manual,First Owner,Hyundai,6
CAR_000461,Tata Zest Revotron 1.2 XT,2015,Petrol,Individual,Unknown,First Owner,Tata,10
CAR_000462,Mahindra XUV500 W11 Option AT AWD,2019,Diesel,Individual,Automatic,First Owner,Mahindra,6
CAR_000463,Volkswagen Polo Diesel Trendline 1.2L,2012,Diesel,Individual,Manual,First Owner,Volkswagen,13
CAR_000464,Hyundai Verna CRDi,2008,Diesel,Individual,Manual,Second Owner,Hyundai,17
CAR_000465,Chevrolet Beat LS,2011,Petrol,Individual,Manual,Second Owner,Chevrolet,14
CAR_000466,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,Diesel,Individual,Manual,First Owner,Toyota,10
CAR_000467,Tata Indica Vista Quadrajet LX,2011,Diesel,Individual,Manual,First Owner,Tata,14
CAR_000468,Hyundai EON Era Plus,2013,Petrol,Individual,Manual,First Owner,Hyundai,12
CAR_000469,Maruti Vitara Brezza ZDi Plus,2018,Diesel,Individual,Manual,First Owner,Maruti,7
CAR_000470,Renault Duster 85PS Diesel RxL,2014,Diesel,Individual,Manual,First Owner,Renault,11
CAR_000471,Hyundai i10 Era 1.1,2009,Petrol,Individual,Manual,Second Owner,Hyundai,16
CAR_000472,Maruti Swift Dzire ZDI,2015,Diesel,Individual,Unknown,First Owner,Maruti,10
CAR_000473,Maruti Swift 1.3 VXi,2005,Petrol,Individual,Manual,First Owner,Maruti,20
CAR_000474,Renault Duster 110PS Diesel RxZ,2012,Diesel,Individual,Manual,First Owner,Renault,13
CAR_000475,Maruti Alto LX,2009,Petrol,Individual,Manual,Second Owner,Maruti,16
CAR_000476,Ford Figo Diesel ZXI,2011,Diesel,Individual,Manual,Second Owner,Ford,14
CAR_000477,Maruti Wagon R LXI BSIII,2005,Petrol,Individual,Unknown,Second Owner,Maruti,20
CAR_000478,Maruti Swift Ldi BSIV,2009,Diesel,Individual,Manual,Second Owner,Maruti,16
CAR_000479,Volkswagen Vento Diesel Highline,2011,Diesel,Individual,Manual,Second Owner,Volkswagen,14
CAR_000480,Datsun GO Plus T Option BSIV,2018,Petrol,Individual,Manual,Second Owner,Datsun,7
CAR_000481,Chevrolet Beat LT,2010,Petrol,Individual,Unknown,Second Owner,Chevrolet,15
CAR_000482,Maruti Alto K10 VXI Airbag,2015,Petrol,Individual,Manual,First Owner,Maruti,10
CAR_000483,Maruti Swift VDI,2012,Diesel,Individual,Manual,First Owner,Maruti,13
CAR_000484,Hyundai EON LPG Magna Plus,2012,LPG,Individual,Manual,First Owner,Hyundai,13
CAR_000485,Maruti Alto LX,2012,Petrol,Individual,Unknown,First Owner,Maruti,13
CAR_000486,Volkswagen Vento Diesel Highline,2011,Diesel,Individual,Unknown,Second Owner,Volkswagen,14
CAR_000487,Maruti Swift Vdi BSIII,2010,Diesel,Individual,Manual,Second Owner,Maruti,15
CAR_000488,Mahindra Bolero DI DX 7 Seater,2007,Diesel,Individual,Manual,First Owner,Mahindra,18
CAR_000489,Honda Mobilio V i DTEC,2014,Diesel,Individual,Unknown,First Owner,Honda,11
CAR_000490,Maruti Ertiga BSIV ZXI,2015,Petrol,Individual,Manual,First Owner,Maruti,10
CAR_000491,Honda BR-V i-VTEC S MT,2018,Petrol,Individual,Manual,First Owner,Honda,7
CAR_000492,Hyundai i20 Magna 1.2,2016,Petrol,Individual,Manual,First Owner,Hyundai,9
CAR_000493,Toyota Etios VD,2011,Diesel,Individual,Manual,Second Owner,Toyota,14
CAR_000494,Hyundai i10 Era 1.1,2009,Petrol,Individual,Manual,First Owner,Hyundai,16
CAR_000495,Maruti Swift Vdi BSIII,2010,Diesel,Individual,Manual,Third Owner,Maruti,15
CAR_000496,Hyundai Santro Xing GLS Audio LPG,2012,LPG,Individual,Manual,First Owner,Hyundai,13
CAR_000497,Ford Figo 1.2P Titanium MT,2019,Petrol,Dealer,Manual,First Owner,Ford,6
CAR_000498,Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,Diesel,Dealer,Manual,First Owner,Fiat,7
CAR_000499,Ford Figo Diesel ZXI,2012,Diesel,Dealer,Manual,First Owner,Ford,13
CAR_000500,Ford Figo Diesel Titanium,2012,Diesel,Dealer,Manual,First Owner,Ford,13
CAR_000501,Ford Aspire Titanium Diesel BSIV,2016,Diesel,Dealer,Manual,First Owner,Ford,9
CAR_000502,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,Diesel,Dealer,Manual,First Owner,Ford,12
CAR_000503,Maruti Swift Ldi BSIII,2009,Diesel,Dealer,Manual,First Owner,Maruti,16
CAR_000504,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,Diesel,Dealer,Manual,First Owner,Ford,13
CAR_000505,Ford Ecosport 1.5 DV5 MT Titanium,2014,Diesel,Dealer,Manual,First Owner,Ford,11
CAR_000506,Ford Figo Titanium Diesel BSIV,2010,Petrol,Dealer,Manual,Second Owner,Ford,15
CAR_000507,Mahindra XUV500 W8 2WD,2013,Petrol,Dealer,Manual,Second Owner,Mahindra,12
CAR_000508,Ford Ikon 1.3L Rocam Flair,2006,Petrol,Dealer,Manual,Second Owner,Ford,19
CAR_000509,Fiat Punto 1.3 Emotion,2013,Diesel,Dealer,Manual,Second Owner,Fiat,12
